;mmol/l
;Br
1;3.8101487871824954e-107
2;5.0860404906803015e-53
3;5.047545405931794e-35
4;4.759432921712959e-26
5;1.1140992082627448e-20
6;4.126639805442548e-17
7;1.433349198757046e-14
8;1.1358299700623523e-12
9;3.363927688721132e-11
10;5.005922308489033e-10
11;4.518177764188173e-09
12;2.8037487905743403e-08
13;1.3046242016576473e-07
14;4.842772652415254e-07
15;1.5006255890258259e-06
16;4.0159723066514025e-06
17;9.52657081867448e-06
18;2.0440108629873232e-05
19;4.03043587755455e-05
20;7.397355843867177e-05
21;0.00012768301205860318
22;0.00020901713984204567
23;0.0003267716217207597
24;0.0004907232218449199
25;0.0007113296287927589
26;0.0009993858730071397
27;0.0013656641628437105
28;0.0018205613454333263
29;0.0023737737742680017
30;0.0030340141495729445
31;0.0038087796556396263
32;0.0047041759646576165
33;0.005724797698208336
34;0.006873662849174749
35;0.00815219645926573
36;0.009560257435274786
37;0.011096201645643957
38;0.012756974229723527
39;0.0145382242411564
40;0.016434435213963164
41;0.018439065883850945
42;0.020544696036739557
43;0.022743173229271947
44;0.02502575688683201
45;0.027383257002217012
46;0.02980616531295377
47;0.032284777416535446
48;0.034809304786448614
49;0.03736997607835087
50;0.039957127468954766
51;0.042561282055891776
52;0.04517321857200879
53;0.04778402983957553
54;0.05038517151612937
55;0.052968501771203984
56;0.05552631258850696
57;0.05805135341712622
58;0.06053684790327885
59;0.06297650442550999
60;0.06536452113500119
61;0.06769558617204247
62;0.0699648736925038
63;0.07216803629655827
64;0.07430119440778739
65;0.0763609231055886
66;0.07834423686864567
67;0.0802485726429852
68;0.08207177160547394
69;0.08381205995298102
70;0.08546802900914995
71;0.08703861490499443
72;0.0885230780564525
73;0.08992098263162711
74;0.09123217617267879
75;0.09245676951214588
76;0.09359511710073562
77;0.09464779784323946
78;0.09561559652102562
79;0.09649948586341077
80;0.09730060931594997
81;0.09802026454116654
82;0.09865988767631245
83;0.09922103836327041
84;0.09970538555753607
85;0.10011469411623099
86;0.10045081215916496
87;0.10071565919198307
88;0.10091121497629166
89;0.10103950912826246
90;0.10110261142447763
91;0.10110262279162055
92;0.10104166695496757
93;0.10092188271942268
94;0.1007454168560112
95;0.10051441756624706
96;0.10023102849656977
97;0.0998973832750703
98;0.0995156005429461
99;0.09908777945351888
100;0.09861599561218054
101;0.09810229743127738
102;0.09754870287468051
103;0.09695719656759832
104;0.09632972724805021
105;0.09566820553732325
106;0.09497450200766326
107;0.09425044552639741
108;0.09349782185663648
109;0.0927183724956573
110;0.09191379373300711
111;0.0910857359113017
112;0.0902358028735995
113;0.08936555158212339
114;0.08847649189396667
115;0.08757008648025616
116;0.08664775087605488
117;0.08571085364906368
118;0.08476071667593023
119;0.08379861551568797
120;0.08282577987053305
121;0.08184339412479896
122;0.0808525979536102
123;0.0798544869932869
124;0.07885011356613147
125;0.07784048745275995
126;0.07682657670564165
127;0.07580930849798503
128;0.07478957000255458
129;0.07376820929542449
130;0.07274603628007133
131;0.07172382362757951
132;0.0707023077290841
133;0.0696821896569013
134;0.06866413613110528
135;0.0676487804885963
136;0.0666367236519732
137;0.06562853509577408
138;0.06462475380788177
139;0.06362588924410889
140;0.062632422274179
141;0.061644806117508506
142;0.06066346726736832
143;0.059688806402166804
144;0.05872119928274456
145;0.05776099763471071
146;0.056808530014978535
147;0.05586410266177636
148;0.05492800032751856
149;0.054000487094021714
150;0.05308180716964345
151;0.052172185668005355
152;0.05127182936803925
153;0.050380927455166605
154;0.04949965224348542
155;0.04862815987889788
156;0.04776659102316496
157;0.04691507151892326
158;0.04607371303574225
159;0.04524261369734043
160;0.044421858690113135
161;0.04361152085315777
162;0.04281166125000908
163;0.04202232972232312
164;0.04124356542577006
165;0.04047539734841589
166;0.03971784481188891
167;0.03897091795564291
168;0.03823461820463962
169;0.03750893872078507
170;0.036793864838461775
171;0.03608937448450666
172;0.0353954385829894
173;0.03471202144515035
174;0.03403908114486006
175;0.033376569879963604
176;0.032724434319874436
177;0.03208261593978131
178;0.03145105134183123
179;0.03082967256364936
180;0.030218407374554047
181;0.029617179559822092
182;0.029025909193355532
183;0.028444512899097
184;0.027872904101535888
185;0.027310993265642687
186;0.026758688126563138
187;0.026215893909398644
188;0.02568251353939284
189;0.025158447842838327
190;0.024643595739011766
191;0.02413785442343784
192;0.023641119542777318
193;0.02315328536162688
194;0.022674244921512113
195;0.02220389019234794
196;0.021742112216634357
197;0.02128880124664819
198;0.020843846874884997
199;0.020407138157998377
200;0.019978563734477383
201;0.019558011936295777
202;0.019145370894760677
203;0.018740528640781216
204;0.01834337319977164
205;0.017953792681396852
206;0.017571675364362126
207;0.01719690977644258
208;0.016829384769941894
209;0.016468989592764046
210;0.01611561395527558
211;0.015769148093130715
212;0.015429482826225586
213;0.015096509613942877
214;0.014770120606842149
215;0.014450208694946814
216;0.014136667552772637
217;0.013829391681238524
218;0.013528276446594947
219;0.01323321811650101
220;0.012944113893376177
221;0.012660861945148733
222;0.01238336143351806
223;0.0121115125398443
224;0.01184521648877409
225;0.011584375569707879
226;0.01132889315620964
227;0.011078673723456764
228;0.010833622863823764
229;0.010593647300690071
230;0.010358654900558888
231;0.010128554683570375
232;0.00990325683248979
233;0.009682672700247395
234;0.009466714816104643
235;0.00925529689051757
236;0.009048333818766087
237;0.008845741683414567
238;0.008647437755667071
239;0.008453340495677395
240;0.008263369551872256
241;0.008077445759342949
242;0.007895491137359108
243;0.007717428886055425
244;0.007543183382340513
245;0.007372680175074604
246;0.00720584597956122
