;mmol/l
;Br
1;0.7132473863234591
2;1.3586203097852743
3;1.9425778795207824
4;1.757717152839354
5;1.5904482502126793
6;2.152344474565709
7;2.66076920341346
8;3.120810922329691
9;3.537073883462678
10;3.200476800114794
11;2.8959111642998607
12;2.620328780766595
13;2.37097152839416
14;2.1453437559889443
15;1.941187304968604
16;1.7564589089519747
17;1.5893097440623631
18;1.4380669252767806
19;1.3012167636303535
20;1.1773896167083966
21;1.0653461808047737
22;0.9639650875538619
23;0.872231680899044
24;0.7892278620738561
25;0.7141229009609483
26;0.6461651218658537
27;0.5846743804939903
28;0.5290352568379564
29;0.47869089584724717
30;0.43313743423574363
31;0.39191895764859047
32;0.35462293771809517
33;0.3208761033411681
34;0.2903407048566623
35;0.26271113373324295
36;0.2377108639364872
37;0.21508968436338838
38;0.19462119464553784
39;0.1761005392581424
40;0.1593423572570777
41;0.14417892712425764
42;0.13045848815430805
43;0.11804372158241892
44;0.1068103762519916
45;0.09664602506730147
46;0.08744893978533569
47;0.07912707288534523
48;0.07159713632631898
49;0.06478376797227506
50;0.05861877734267406
51;0.053040463139170005
52;0.04799299571827807
53;0.043425858329537596
54;0.03929334152689416
55;0.03555408569320006
56;0.032170667099264395
57;0.02910922335459279
58;0.026339114501201796
59;0.023832616358620932
60;0.021564643050976138
61;0.019512495939112345
62;0.017655636444983563
63;0.015975480494660514
64;0.014455212522672454
65;0.013079617176176011
66;0.011834927034589892
67;0.010708684820622292
68;0.00968961872365275
69;0.008767529587662843
70;0.007933188834654728
71;0.007178246101940687
72;0.0064951456689067025
73;0.005877050836820987
74;0.005317775504855176
75;0.00481172225750803
76;0.004353826343789725
77;0.003939504987491636
78;0.003564611521221718
79;0.0032253938851634924
80;0.0029184570752003067
81;0.002640729164573024
82;0.002389430559004512
83;0.0021620461775858626
84;0.001956300281001307
85;0.0017701336951642444
86;0.0016016832023108675
87;0.0014492628932905333
88;0.0013113472944203306
89;0.001186556100031733
90;0.0010736403579075307
91;0.0009714699693482538
92;0.000879022378764547
93;0.0007953723395971399
94;0.0007196826541382965
95;0.0006511957945757626
96;0.0005892263213998081
97;0.000533154023294229
98;0.000482417709853034
99;0.00043650959499824
100;0.00039497021488612985
101;0.00035738382943867374
102;0.0003233742614770934
103;0.00029260113181421853
104;0.0002647564526251769
105;0.00023956154500172485
106;0.00021676424984006608
107;0.00019613640414778712
108;0.00017747155751194114
109;0.00016058290587392512
110;0.0001453014219316739
111;0.00013147416345760937
112;0.000118962742601421
113;0.00010764194085794622
114;9.739845583828352e-05
115;8.812976730140187e-05
116;7.97431110971104e-05
117;7.21545507512641e-05
118;6.528813740131841e-05
119;5.90751496745859e-05
120;5.345340590164015e-05
121;4.8366641781268195e-05
122;4.376394726843289e-05
123;3.95992570494307e-05
124;3.583088950474914e-05
125;3.242112954540897e-05
126;2.9335851147677214e-05
127;2.6544175808351505e-05
128;2.4018163502321355e-05
129;2.1732533049405974e-05
130;1.9664409091805658e-05
131;1.7793093149832276e-05
132;1.6099856464567564e-05
133;1.4567752554148863e-05
134;1.3181447607682813e-05
135;1.192706701931199e-05
136;1.079205652649611e-05
137;9.765056562732871e-06
138;8.835788567198311e-06
139;7.994952113455372e-06
140;7.234131827660095e-06
141;6.545713164671717e-06
142;5.9228061991255485e-06
143;5.359176668744136e-06
144;4.8491835797449984e-06
145;4.387722749878836e-06
146;3.970175724058006e-06
147;3.592363551305694e-06
148;3.2505049604099337e-06
149;2.941178515690403e-06
150;2.66128837412014e-06
151;2.4080333010879843e-06
152;2.178878634701061e-06
153;1.9715309180366247e-06
154;1.7839149454543244e-06
155;1.6141529932406503e-06
156;1.4605460267188857e-06
157;1.3215566957389966e-06
158;1.1957939483606079e-06
159;1.081999108737638e-06
160;9.790332798673734e-07
161;8.858659451264711e-07
162;8.015646545142214e-07
163;7.252856923795341e-07
164;6.562656332311209e-07
165;5.938137011185814e-07
166;5.373048561145139e-07
167;4.861735387048397e-07
168;4.3990800947909274e-07
169;3.980452274704009e-07
170;3.6016621588585385e-07
171;3.258918688459378e-07
172;2.94879157165472e-07
173;2.668176952022255e-07
174;2.414266344130875e-07
175;2.184518525274497e-07
176;1.9766341020610968e-07
177;1.7885324973107908e-07
178;1.618331126940102e-07
179;1.4643265584277072e-07
180;1.3249774622892096e-07
181;1.198889185933606e-07
182;1.0847997955113977e-07
183;9.815674460564695e-08
184;8.881589535178873e-08
185;8.036394543066452e-08
186;7.27163048866652e-08
187;6.579643356276578e-08
188;5.953507506090751e-08
189;5.386956360068863e-08
190;4.8743196839171024e-08
191;4.410466837477404e-08
192;3.990755425556278e-08
193;3.6109848352733386e-08
194;3.267354194915734e-08
195;2.9564243335365147e-08
196;2.6750833605758615e-08
197;2.4205155210144206e-08
198;2.190173014350653e-08
199;1.9817504953570802e-08
200;1.7931620014103846e-08
201;1.622520075476366e-08
202;1.4681168758055451e-08
203;1.3284070832789083e-08
204;1.201992435334768e-08
205;1.0876077316870669e-08
206;9.841081717756719e-09
207;8.904578972175877e-09
208;8.057196245880916e-09
209;7.290452647731918e-09
210;6.596674350087175e-09
211;5.968917786556919e-09
212;5.400900158457078e-09
213;4.886936554448306e-09
214;4.421883054032555e-09
215;4.001085245467782e-09
216;3.62033164285084e-09
217;3.2758115361510375e-09
218;2.964076852343314e-09
219;2.6820076459344797e-09
220;2.4267808735000573e-09
221;2.1958421397168418e-09
222;1.9868801321159438e-09
223;1.7978034886907362e-09
224;1.6267198668429667e-09
225;1.4719170041819906e-09
226;1.3318455816272564e-09
227;1.2051037173022079e-09
228;1.0904229360292662e-09
229;9.86655474003912e-10
230;8.927627915887458e-10
231;8.078051792597359e-10
232;7.309323526774551e-10
233;6.613749427556175e-10
234;5.984367955566738e-10
235;5.414880049492143e-10
236;4.899586082956897e-10
237;4.4333288207476405e-10
238;4.0114418034696983e-10
239;3.629702644053037e-10
240;3.284290768683246e-10
241;2.9717491792146843e-10
242;2.688949854371097e-10
243;2.433062443457312e-10
244;2.2015259392581782e-10
245;1.992023046617561e-10
246;1.8024569901695591e-10
247;1.6309305291058912e-10
248;1.4757269689521952e-10
249;1.3352929803127378e-10
250;1.2082230526277195e-10
251;1.0932454273511904e-10
252;9.892093697640704e-11
253;8.950736520342998e-11
254;8.098961322587332e-11
255;7.328243251903024e-11
256;6.630868702791374e-11
257;5.9998581163692e-11
258;5.4288961265976005e-11
259;4.912268353975997e-11
260;4.4448042141113955e-11
261;4.0218251687719056e-11
262;3.639097901503609e-11
263;3.292791949176603e-11
264;2.979441365422553e-11
265;2.695910032278478e-11
266;2.4393602728640972e-11
267;2.207224450957844e-11
268;1.9971792732305326e-11
269;1.8071225369448503e-11
270;1.635152090403772e-11
271;1.4795467955770505e-11
272;1.338749302373316e-11
273;1.2113504621569128e-11
274;1.096075224514728e-11
275;9.917698761230915e-12
276;8.97390493997061e-12
277;8.119924975583152e-12
278;7.347211949552358e-12
279;6.648032290195909e-12
280;6.015388372480554e-12
281;5.442948483438835e-12
282;4.9249834522575385e-12
283;4.4563093108105345e-12
284;4.032235410763413e-12
285;3.648517477988334e-12
286;3.3013151344420348e-12
287;2.9871534623715675e-12
288;2.7028882261694648e-12
289;2.445674403806974e-12
290;2.212937712897338e-12
291;2.002348846412428e-12
292;1.8118001601951035e-12
293;1.6393845789480751e-12
294;1.4833765095833457e-12
295;1.3422145709065885e-12
296;1.2144859667893603e-12
297;1.0989123464305912e-12
298;9.943370101920935e-13
299;8.9971333295981e-13
300;8.140942891678822e-13
301;7.366229746484862e-13
302;6.665240304469043e-13
303;6.03095882768498e-13
304;5.457037213923657e-13
305;4.93773146277283e-13
306;4.4678441877302875e-13
307;4.0426725990128436e-13
308;3.6579614364555023e-13
309;3.3098603814375076e-13
310;2.9948855215994315e-13
311;2.7098844826773067e-13
312;2.4520048784814467e-13
313;2.2186657632567278e-13
314;2.0075318007099997e-13
315;1.8164898911795173e-13
316;1.643628023023295e-13
317;1.487216136563947e-13
318;1.3456888090699365e-13
319;1.217629587478727e-13
320;1.1017568120584423e-13
321;9.969107891264906e-14
322;9.020421844454044e-14
323;8.162015211330965e-14
324;7.38529676979094e-14
325;6.682492860606952e-14
326;6.046569586035324e-14
327;5.4711624122029587e-14
328;4.9505124707131195e-14
329;4.4794089219548794e-14
330;4.053136803268897e-14
331;3.667429840016352e-14
332;3.3184277472684234e-14
333;3.002637594777247e-14
334;2.7168988485559496e-14
335;2.4583517391922382e-14
336;2.2244086403149156e-14
337;2.0127281707594246e-14
338;1.8211917612381984e-14
339;1.6478824509871335e-14
340;1.4910657021779678e-14
341;1.3491720400806874e-14
342;1.2207813452329159e-14
343;1.1046086404070172e-14
344;9.994912301260976e-15
345;9.043770640168838e-15
346;8.18314207535979e-15
347;7.404413146889964e-15
348;6.699790073903433e-15
349;6.0622207518537356e-15
350;5.485324172671351e-15
351;4.963326561490181e-15
352;4.4910035907680665e-15
353;4.063628093460803e-15
354;3.676922751945462e-15
355;3.3270172891880096e-15
356;3.010409733709876e-15
357;2.723931370680361e-15
358;2.464715028353571e-15
359;2.230166382449873e-15
360;2.0179379912865408e-15
361;1.8259058017923844e-15
362;1.6521478912706974e-15
363;1.4949252321509333e-15
364;1.3526642872162588e-15
365;1.223941261114212e-15
366;1.1074678505342596e-15
367;1.0020783504352522e-15
368;9.067179872775673e-16
369;8.204323624949965e-16
370;7.423579005531154e-16
371;6.717132059950767e-16
372;6.077912429732408e-16
373;5.49952258996774e-16
374;4.976173820736845e-16
375;4.502628271653667e-16
376;4.074146539698819e-16
377;3.6864402356812124e-16
378;3.335629064597664e-16
379;3.018201990336255e-16
380;2.7309820960468525e-16
381;2.471094788489467e-16
382;2.2359390281389223e-16
