;mmol/l
;Br
1;0.9637188765039381
2;0.8720088999283392
3;0.7890262815155358
4;1.6776593798329695
5;2.4817278580958115
6;2.2455602273873265
7;2.031866918193391
8;1.8385092160507899
9;1.663551932086713
10;1.5052440349980734
11;1.362001126141686
12;1.2323895823401128
13;2.0788310842029802
14;1.8810041507631192
15;1.7020029390914235
16;1.5400359448970984
17;1.3934821480632595
18;1.2608747889327625
19;1.1408866884845563
20;1.032316965479962
21;0.9340790176396057
22;0.8451896465625865
23;0.764759217546416
24;0.6919827558238997
25;0.6261318901051053
26;0.5665475627926786
27;0.512633433911893
28;0.4638499127397449
29;0.41970875739963603
30;0.37976818837256754
31;0.343628467019228
32;0.3109278948613331
33;0.28133919358168497
34;0.2545662295127708
35;0.2303410498314851
36;0.20842120079721327
37;0.18858730119330475
38;0.17064084668611967
39;0.15440222312693855
40;0.1397089089131912
41;0.126413848417633
42;0.11438398020620022
43;0.10349890531445448
44;0.09364968225427925
45;0.0847377366908501
46;0.07667387487755978
47;0.0693773909750234
48;0.06277525931991147
49;0.0568014035595665
50;0.05139603533765673
51;0.04650505591221024
52;0.042079514717222245
53;0.03807511944893755
54;0.03445179277358739
55;0.031173271219962752
56;0.028206742242405776
57;0.025522515821824278
58;0.02309372731800141
59;0.020896068599246895
60;0.018907544758444857
61;0.01710825398063058
62;0.015480188358937205
63;0.01400705366541106
64;0.012674106272901664
65;0.011468005595885702
66;0.010376680573403152
67;0.00938920885782201
68;0.00849570750031203
69;0.007687234038971073
70;0.006955696999660727
71;0.006293774913813483
72;0.005694843042714485
73;0.0051529070748898235
74;0.004662543133022536
75;0.004218843489965406
76;0.0038173674505581137
77;0.003454096907657517
78;0.003125396127570821
79;0.0028279753624107676
80;0.002558857925193066
81;0.0023153503981525464
82;0.0020950156761128814
83;0.0018956485751188397
84;0.0017152537622140763
85;0.0015520257854782513
86;0.0014043310044573724
87;0.0012706912401410544
88;0.001149768980850143
89;0.0010403539959702801
90;0.000941351223557142
91;0.0008517698105884353
92;0.0007707131961738181
93;0.0006973701384721596
94;0.0006310065955105287
95;0.0005709583786454078
96;0.0005166245051395084
97;0.00046746118332453813
98;0.00042297637015140945
99;0.0003827248466580238
100;0.00034630376206825465
101;0.0003133486019259788
102;0.00028352953991188037
103;0.0002565481368307894
104;0.0002321343537319077
105;0.00021004384926822536
106;0.00019005553424619528
107;0.00017196935889077222
108;0.00015560431068002565
109;0.0001407966027109797
110;0.00012739803446523763
111;0.00011527450856838183
112;0.00010430468869837872
113;9.437878521088553e-05
114;8.539745632758811e-05
115;7.72708138902934e-05
116;6.991752373003024e-05
117;6.32639916473485e-05
118;5.724362685683533e-05
119;5.17961755241528e-05
120;4.686711772541177e-05
121;4.2407121793448945e-05
122;3.837155058992081e-05
123;3.472001476182016e-05
124;3.1415968511255756e-05
125;2.8426343832823658e-05
126;2.5721219557894584e-05
127;2.327352189350136e-05
128;2.1058753458719146e-05
129;1.9054748106643278e-05
130;1.724144907814068e-05
131;1.560070826706329e-05
132;1.4116104587901795e-05
133;1.2772779628042625e-05
134;1.1557288939780398e-05
135;1.0457467483766443e-05
136;9.462307877206233e-06
137;8.561850228272606e-06
138;7.747082454160777e-06
139;7.009850085134526e-06
140;6.342774651852274e-06
141;5.739179839165943e-06
142;5.193024667314946e-06
143;4.698843031770304e-06
144;4.251688996623304e-06
145;3.847087293996529e-06
146;3.480988534058765e-06
147;3.149728677370513e-06
148;2.849992363945753e-06
149;2.5787797320148772e-06
150;2.3333763943998043e-06
151;2.1113262720147752e-06
152;1.9104070126013375e-06
153;1.7286077486799853e-06
154;1.5641089721125513e-06
155;1.415264323853199e-06
156;1.2805841166337368e-06
157;1.1587204256727304e-06
158;1.0484535981912416e-06
159;9.486800467178749e-07
160;8.584012040144349e-07
161;7.767135290793802e-07
162;7.027994642057846e-07
163;6.35919252589018e-07
164;5.754035345920044e-07
165;5.206466485689938e-07
166;4.7110056920024407e-07
167;4.2626942267042005e-07
168;3.85704523796782e-07
169;3.4899988543706955e-07
170;3.1578815523372347e-07
171;2.8573693902802115e-07
172;2.5854547414761327e-07
173;2.3394161927260912e-07
174;2.1167913075377927e-07
175;1.9153519812334576e-07
176;1.7330821413293432e-07
177;1.5681575700046747e-07
178;1.4189276467165735e-07
179;1.2838988282348654e-07
180;1.1617197007594286e-07
181;1.0511674545166701e-07
182;9.511356454682955e-08
183;8.606231216474977e-08
184;7.787240032935699e-08
185;7.046186165027793e-08
186;6.375652896564455e-08
187;5.768929305220867e-08
188;5.2199430973680276e-08
189;4.723199834517118e-08
190;4.2737279431323385e-08
191;3.8670289574520006e-08
192;3.4990324973311565e-08
193;3.1660555305090364e-08
194;2.864765511584269e-08
195;2.592147028780373e-08
196;2.345471624691219e-08
197;2.1222704889622094e-08
198;1.9203097496064777e-08
199;1.7375681156632066e-08
200;1.5722166474383022e-08
201;1.4226004518612273e-08
202;1.2872221197589019e-08
203;1.1647267392814187e-08
204;1.053888335488842e-08
205;9.535976003819382e-09
206;8.628507905748805e-09
207;7.807396814940611e-09
208;7.064424775613033e-09
209;6.392155873874963e-09
210;5.78386181660041e-09
211;5.233454592409496e-09
212;4.735425540804242e-09
213;4.2847902196428455e-09
214;3.877038519167367e-09
215;3.508089523309358e-09
216;3.1742506665102422e-09
217;2.872180777284051e-09
218;2.5988566386502143e-09
219;2.3515427307618746e-09
220;2.1277638529038023e-09
221;1.9252803508517238e-09
222;1.7420657016600397e-09
223;1.5762862315390716e-09
224;1.4262827638314473e-09
225;1.2905540134144381e-09
226;1.1677415613338664e-09
227;1.0566162592906156e-09
228;9.560659279113339e-10
229;8.650842256834458e-10
230;7.827605771510458e-10
231;7.082710595696907e-10
232;6.408701568106318e-10
233;5.798832979848323e-10
234;5.247001061107731e-10
235;4.747682892564656e-10
236;4.295881130161703e-10
237;3.887073990004915e-10
238;3.51716999283078e-10
239;3.1824670151065596e-10
240;2.879615236933624e-10
241;2.605583615924031e-10
242;2.3576295515094987e-10
243;2.133271436073131e-10
244;1.9302638181862767e-10
245;1.7465749293759022e-10
246;1.5803663495028314e-10
247;1.4299746072350565e-10
248;1.293894531467553e-10
249;1.170764187063949e-10
250;1.059351244151912e-10
251;9.585406445515983e-11
252;8.673234418985928e-11
253;7.847867037695836e-11
254;7.10104374747822e-11
255;6.425290089828584e-11
256;5.813842895012539e-11
257;5.260582593989853e-11
258;4.7599719717106856e-11
259;4.307000748806236e-11
