;mmol/l
;Br
1;0.0
2;1.2261784854241593
3;1.10949217480244
4;1.0039100347793413
5;2.1345538492342886
6;3.157602679024032
7;2.857117055271534
8;2.5852264193183987
9;2.339209598294409
10;2.1166043731656474
11;3.141361321442984
12;4.0685997526366595
13;3.6814212951974987
14;4.557266224873262
15;4.123585004216808
16;3.7311740082673372
17;3.3761058558835
18;3.0548269056537096
19;2.764121689858482
20;2.5010807329887426
21;2.2630714327370187
22;2.047711712028704
23;1.8528461783940469
24;1.6765245520758643
25;1.5169821469742188
26;1.3726222090747986
27;1.2419999355980558
28;1.1238080149273728
29;1.0168635425950012
30;0.92009618237656
31;0.8325374540063499
32;0.7533110403013371
33;0.6816240166842445
34;0.6167589153278716
35;0.5580665444959304
36;0.5049594912139476
37;0.45690624224278015
38;0.4134258645154699
39;0.3740831917974622
40;0.3384844693966664
41;0.3062734133341513
42;0.27712764453433375
43;0.25075546234683377
44;0.22689292510832232
45;0.2053012085256407
46;0.1857642154420029
47;0.16808641306401761
48;0.1520908760037715
49;0.1376175155500799
50;0.12452147744685779
51;0.1126716921430378
52;0.1019495630044488
53;0.09224777935883983
54;0.08346924249460354
55;0.07552609386423445
56;0.06833883576645544
57;0.06183553570650302
58;0.055951106471542576
59;0.05062665471596566
60;0.04580889153699239
61;0.04144959914142153
62;0.037505148265749376
63;0.03393606151983651
64;0.030706618283918356
65;0.027784497204636466
66;0.025140452712070608
67;0.022748022320245097
68;0.02058326178167495
69;0.018624505445289014
70;0.016852149419311974
71;0.015248455368926446
72;0.013797372985055971
73;0.012484379347477143
74;0.011296333574552678
75;0.010221345304871166
76;0.009248655694513604
77;0.008368529738927263
78;0.007572158841728088
79;0.006851572655307407
80;0.006199559310914136
81;0.00560959323984834
82;0.005075769863376346
83;0.004592746497722187
84;0.004155688882692641
85;0.0037602227987763494
86;0.003402390288484743
87;0.0030786100437831575
88;0.0027856415631563247
89;0.0025205527195800233
90;0.002280690414808304
91;0.0020636540262745084
92;0.0018672713808537383
93;0.0016895770150241374
94;0.0015287925038473436
95;0.0013833086618939606
96;0.0012516694379749093
97;0.0011325573424917378
98;0.001024780261557892
99;0.0009272595259222579
100;0.0008390191152847443
101;0.000759175889957063
102;0.0006869307521039006
103;0.0006215606481031932
104;0.0005624113319824509
105;0.0005088908175051659
106;0.0004604634533735829
107;0.0004166445622504743
108;0.0003769955899454417
109;0.00034111971621717685
110;0.0003086578832631096
111;0.00027928520214823673
112;0.0002527077012074616
113;0.0002286593838783622
114;0.00020689956651819057
115;0.0001872104695610789
116;0.0001693950379069462
117;0.0001532749687278247
118;0.00013868892695322732
119;0.000125490930574536
120;0.00011354888960799303
121;0.00010274328409374663
122;9.296596789992078e-05
123;8.41190863597782e-05
124;7.61140969093256e-05
125;6.887088292357301e-05
126;6.231695188242265e-05
127;5.6386709841162444e-05
128;5.102080494422026e-05
129;4.616553341184457e-05
130;4.177230205462628e-05
131;3.7797141936526244e-05
132;3.4200268318985104e-05
133;3.094568248188751e-05
134;2.8000811436271707e-05
135;2.533618192290787e-05
136;2.2925125434013306e-05
137;2.0743511305863108e-05
138;1.8769505210996907e-05
139;1.698335063293093e-05
140;1.5367171136300606e-05
141;1.3904791453486962e-05
142;1.2581575597101626e-05
143;1.1384280378105666e-05
144;1.0300922863522566e-05
145;9.320660447217346e-06
146;8.433682333450035e-06
147;7.631111347134416e-06
148;6.9049150880860165e-06
149;6.247825540061291e-06
150;5.653266330008187e-06
151;5.115286909514231e-06
152;4.628502999718e-06
153;4.188042703636529e-06
154;3.7894977465828145e-06
155;3.428879356671082e-06
156;3.102578343847064e-06
157;2.8073289779008617e-06
158;2.5401763039413445e-06
159;2.2984465682144127e-06
160;2.079720458276742e-06
161;1.8818088897036894e-06
162;1.7027310969966022e-06
163;1.5406948094159426e-06
164;1.394078313333326e-06
165;1.2614142215764526e-06
166;1.141374787325077e-06
167;1.0327586155745653e-06
168;9.344786391708819e-07
169;8.455512390771376e-07
170;7.650863999836637e-07
171;6.922788027356453e-07
172;6.263997644283467e-07
173;5.667899455036789e-07
174;5.128527508582909e-07
175;4.6404835891925537e-07
176;4.19888318928323e-07
177;3.799306623625635e-07
178;3.437754795648339e-07
179;3.1106091731351794e-07
180;2.8145955727386096e-07
181;2.546751390852243e-07
182;2.3043959528782341e-07
183;2.0851036841348566e-07
184;1.8866798338898498e-07
185;1.7071385095574056e-07
186;1.544682801217678e-07
187;1.397686797538358e-07
188;1.264679313107557e-07
189;1.1443291643157323e-07
190;1.035431846422695e-07
191;9.368974784693167e-08
192;8.477398953825781e-08
193;7.670667781040465e-08
194;6.940707229608275e-08
195;6.280211608982274e-08
196;5.682570456990974e-08
197;5.1418023801111395e-08
198;4.6524951896709155e-08
199;4.209751734846552e-08
200;3.809140890330958e-08
201;3.446653208142257e-08
202;3.118660789720798e-08
203;2.8218809767009544e-08
204;2.553343496962882e-08
205;2.3103607371508035e-08
206;2.0905008441351874e-08
207;1.891563386209278e-08
208;1.7115573304289597e-08
209;1.548681115685859e-08
210;1.401304622078243e-08
211;1.267952856123132e-08
212;1.1472911885257763e-08
213;1.0381119967610706e-08
214;9.393225787814415e-09
215;8.49934216887479e-09
216;7.690522823088812e-09
217;6.958672814590304e-09
218;6.296467542510914e-09
219;5.697279433912797e-09
220;5.155111612811032e-09
221;4.664537881423121e-09
