;mmol/l
;Br
1;0.1611018440507702
2;0.15258219948335772
3;0.14480553349045194
4;0.1377018166631856
5;0.13120767706215178
6;0.1252657667421854
7;0.11982418855961766
8;0.11483597752537456
9;0.11025863151320246
10;0.10605368662626577
11;0.10218633297231765
12;0.09862506700206519
13;0.09534137693128808
14;0.09230945809838122
15;0.08950595540859513
16;0.08690973028734057
17;0.08450164981021703
18;0.08226439589937713
19;0.08018229267666867
20;0.07824115024571367
21;0.07642812333951102
22;0.07473158341892613
23;0.07314100294205271
24;0.07164685064624014
25;0.07024049679479885
26;0.0689141274401244
27;0.0676606668452202
28;0.06647370728724981
29;0.06534744554063149
30;0.06427662540403753
31;0.06325648569615021
32;0.062282713199758505
33;0.06135140008330373
34;0.060459005373793936
35;0.05960232009555292
36;0.058778435725958894
37;0.057984715652524485
38;0.05721876934570725
39;0.05647842898901996
40;0.05576172833260238
41;0.05506688355866873
42;0.054392275967380645
43;0.05373643630991354
44;0.053098030611970055
45;0.052475847345910154
46;0.05186878582316477
47;0.05127584569081206
48;0.05069611742724551
49;0.050128773741862524
50;0.0495730617927486
51;0.04902829614451898
52;0.048493852395886654
53;0.047969161413228
54;0.047453704112482196
55;0.04694700673720731
56;0.04644863658558184
57;0.0459581981436329
58;0.04547532958603752
59;0.04499969960952165
60;0.044531004567210195
61;0.04406896587529256
62;0.04361332766609319
63;0.043163854664102684
64;0.04272033026375544
65;0.04228255478975913
66;0.041850343922607294
67;0.0414235272735598
68;0.041001947094870796
69;0.040585457112397326
70;0.04017392146894615
71;0.039767213767824106
72;0.03936521620705992
73;0.038967818795672224
74;0.03857491864417978
75;0.03818641932229188
76;0.03780223027738944
77;0.03742226630801503
78;0.03704644708714037
79;0.03667469673047752
80;0.03630694340555055
81;0.03594311897765213
82;0.03558315868917773
83;0.035227000869164846
84;0.0348745866701654
85;0.03452585982985363
86;0.03418076645501841
87;0.03383925482581306
88;0.033501275218337526
89;0.033166779743811686
90;0.032835722202763554
91;0.03250805795280658
92;0.032183743788715614
93;0.031862737833634094
94;0.03154499944035586
95;0.031230489101725725
96;0.030919168369293787
97;0.030610999779440626
98;0.030305946786265334
99;0.030003973700595224
100;0.029705045634537526
101;0.029409128451048122
102;0.029116188718042543
103;0.028826193666619548
104;0.028539111153008404
