;mmol/l
;Br
1;3.885278481577643e-107
2;5.186328613031745e-53
3;5.147074470274112e-35
4;4.853280894817159e-26
5;1.1360673616651088e-20
6;4.208010167803388e-17
7;1.461612422394509e-14
8;1.1582266173593566e-12
9;3.430258657231127e-11
10;5.104630635698676e-10
11;4.60726859334118e-09
12;2.8590339779941164e-08
13;1.3303491859156855e-07
14;4.93826394415302e-07
15;1.5302153893728141e-06
16;4.09516049297974e-06
17;9.714418693972287e-06
18;2.084315302539186e-05
19;4.109909261055626e-05
20;7.543219198534981e-05
21;0.00013020070525412495
22;0.00021313860457132543
23;0.0003332150058110282
24;0.000500399454388341
25;0.0007253558468252922
26;0.0010190920733199565
27;0.0013925927519702064
28;0.001856459738160181
29;0.002420580581084554
30;0.0030938397806912843
31;0.0038838823530747742
32;0.0047969343639607245
33;0.005837681033102585
34;0.00700919986310214
35;0.008312943995082237
36;0.009748769553716825
37;0.011314999987952429
38;0.01300852020045047
39;0.014824893451545402
40;0.0167584944998723
41;0.01880265309846209
42;0.020949802719154142
43;0.02319163016618717
44;0.02551922251558645
45;0.0279232085487396
46;0.030393892516307783
47;0.03292137866136855
48;0.03549568544420957
49;0.038106848846093
50;0.04074501448946937
51;0.04340051860347274
52;0.04606395809314699
53;0.048726250146271397
54;0.05137868194039108
55;0.05401295110190379
56;0.05662119762546344
57;0.05919602799154843
58;0.06173053222813224
59;0.06421829465361864
60;0.06665339901653641
61;0.06903042871627993
62;0.07134446275122923
63;0.07359106799818055
64;0.07576628838202547
65;0.0778666314485157
66;0.07988905280690066
67;0.0818309388641145
68;0.08369008822868047
69;0.08546469212106797
70;0.08715331408820362
71;0.08875486928340277
72;0.09026860353925581
73;0.09169407242999722
74;0.09303112049157669
75;0.09427986074196285
76;0.09544065462103182
77;0.09651409244859911
78;0.09750097448059517
79;0.09840229262691465
80;0.09921921287992645
81;0.0999530584898656
82;0.10060529391218341
83;0.1011775095422645
84;0.10167140724458609
85;0.10208878667626936
86;0.10243153239892316
87;0.10270160176759964
88;0.10290101358145796
89;0.10303183747727046
90;0.1030961840441152
91;0.103096195635399
92;0.10303403785267116
93;0.10291189167445355
94;0.1027319462024678
95;0.10249639199713081
96;0.10220741497396693
97;0.10186719083260692
98;0.10147787999027182
99;0.10104162299203898
100;0.10056053637073059
101;0.10003670892992231
102;0.0994721984243221
103;0.09886902861259322
104;0.09822918665857516
105;0.09755462085777751
106;0.0968472386669693
107;0.09610890501565034
108;0.09534144087916172
109;0.09454662209416323
110;0.093726178398165
111;0.09288179267574993
112;0.09201510039505077
113;0.091127689218954
114;0.09022109877638292
115;0.08929682057986685
116;0.08835629807642781
117;0.08740092681960861
